ticker,valor_actual,variacion,volumen
MSSAW,$0.0106,0.00,100
MSTR,$326.72,14.485,907855
MSVB,$9.75,-0.93,3460
MT,$27.16,0.68,3043000
MTA,$5.19,-0.04,147240
MTACW,$0.10,481,400
MTAL,$10.25,0.00,102
MTB,$118.58,4.90,2045769
MTB^H,$22.32,0.82,26421
MTC,$0.9776,-324,806720
MTCH,$33.22,-0.37,5545792
MTCN,$63.80,1.61,3371
MTD,$1424.99,-50.21,237497
MTDR,$44.70,2.31,1074249
MTEK,$0.8299,-99,8689
MTEKW,$0.057,0.00,100
MTEM,$0.4301,101,100552
MTEX,$13.00,0.00,50
MTG,$14.77,0.40,2050877
MTH,$126.14,1.99,273439
MTLS,$9.06,0.25,37328
MTN,$238.27,2.95,262849
MTNB,$0.6077,-23,241142
MTR,$18.64,0.06,12718
MTRN,$106.52,0.15,92369
MTRX,$5.45,0.33,95077
MTRY,$11.00,0.00,2
MTRYW,$0.03,2,11250
MTSI,$56.42,1.57,1101140
MTTR,$2.59,0.16,2898470
MTVC,$10.48,0.01,1371
MTW,$15.50,0.24,431019
MTX,$61.21,1.57,147462
MTZ,$89.33,3.65,1456874
MU,$61.23,0.72,12305871
MUA,$10.47,0.16,73113
MUC,$10.82,0.05,219094
MUE,$9.93,0.12,49953
MUFG,$6.29,0.28,6719113
MUI,$11.55,0.05,62930
MUJ,$11.31,0.15,90880
MULN,$1.50,0.03,18051667
MUR,$34.70,1.32,2232533
MURF,$10.47,0.04,6109
MUSA,$291.88,10.29,354103
MUX,$8.92,0.08,318650
MVBF,$17.66,0.49,62131
MVF,$6.81,0.03,127044
MVIS,$2.18,0.12,1830843
MVLA,$1.42,0.00,26704
MVLAW,$0.0789,-8,2278
MVO,$10.76,0.31,38859
MVST,$1.16,0.09,1494380
MVSTW,$0.1705,5,11065
MVT,$10.61,0.14,90027
MWA,$14.94,1.38,1905852
MWG,$0.9264,-705,2818889
MX,$8.71,0.06,240695
MXC,$11.115,2.772,3440
MXCT,$4.76,0.03,280856
MXE,$10.065,115,3808
MXF,$16.72,0.15,27928
MXL,$23.83,0.44,507127
MYD,$10.54,0.04,103107
MYE,$19.37,0.96,134859
MYFW,$16.09,1.80,23647
MYGN,$19.29,-1.80,1072716
MYI,$11.24,0.06,208685
MYMD,$1.68,-45,732812
MYN,$10.20,0.20,76324
MYNA,$7.15,0.15,12911
MYNZ,$5.03,0.16,86243
MYO,$0.5196,-102,131840
MYPS,$4.42,0.14,342288
MYPSW,$0.8337,736,1500
MYRG,$135.88,02.01,262984
MYSZ,$1.22,-0.02,18935
MYTE,$4.50,0.01,61466
NA,$1.085,-5,17498
NAAS,$7.62,0.69,217200
NABL,$12.57,0.12,212882
NAC,$10.90,0.02,282048
NAD,$11.44,0.06,360472
NAII,$7.80,-0.08,5096
NAK,$0.2184,15,1105471
NAMS,$13.87,-0.08,15191
NAMSW,$2.54,0.10,8905
NAN,$11.02,1.604,40245
NAOV,$3.66,-221,5666
NAPA,$14.62,-0.15,760450
NARI,$64.43,1.73,885665
NAT,$3.47,0.13,2687529
NATH,$73.88,1.37,5473
NATI,$58.20,0.04,1246989
NATR,$10.76,0.42,20561
NAUT,$2.36,0.06,36871
NAVB,$0.1744,-56,167809
NAVI,$15.03,0.36,961837
NAZ,$10.8796,1.096,27672
NB,$5.96,-0.13,27940
NBB,$16.21,-0.09,57460
NBH,$10.42,0.07,49501
NBHC,$29.07,1.41,199846
NBIX,$97.40,1.56,770030
NBN,$36.49,01.09,21913
NBO,$9.82,0.13,18832
NBR,$97.10,2.79,256810
NBRV,$1.72,0.04,10494
NBSE,$0.1849,128,870203
NBST,$10.315,-45,15792
NBSTW,$0.13,-14,2000
NBTB,$31.73,2.41,299406
NBTX,$6.68,4.6499,39732162
NBW,$10.98,0.08,8193
NBXG,$9.68,0.05,341581
NBY,$0.97,-0.03,103318
NC,$32.52,0.78,19840
NCA,$8.89,0.03,30176
NCACW,$0.03,0.00,29
NCLH,$14.13,0.38,17423173
NCMI,$0.3036,286,2231411
NCNA,$0.7055,-25,70141
NCNO,$22.28,0.68,617887
NCPL,$1.44,0.19,229433
NCR,$22.78,3.18,4758402
NCRA,$1.2089,-912,66298
NCSM,$19.93,-0.07,5626
NCTY,$0.8452,262,122152
NCV,$3.32,0.03,182043
NCV^A,$21.42,-0.01,1509
NCZ,$2.95,0.04,187255
NCZ^A,$21.09,0.09,945
NDAQ,$54.92,1.13,1978586
NDLS,$4.70,0.00,109865
NDMO,$10.53,0.03,115203
NDP,$28.20,8.599,4170
NDRA,$1.80,0.05,107356
NDSN,$220.17,04.02,167622
NE,$37.09,0.40,1344527
NEA,$11.19,0.04,666483
NECB,$12.93,0.23,69226
NEE,$75.51,0.00,6215432
NEE^N,$25.44,0.67,62168
NEE^Q,$48.55,-0.14,5862
NEE^R,$46.74,0.09,11347
NEGG,$1.10,0.04,228290
NEM,$48.72,-0.69,7280900
NEN,$69.56,-65,407
NEO,$15.31,0.86,1441115
NEOG,$17.44,0.03,1117817
NEON,$6.71,0.16,44184
NEOV,$1.45,0.11,32247
NEOVW,$0.2806,406,31680
NEP,$52.85,1.26,1253462
NEPH,$1.44,0.00,311
NEPT,$0.5798,12,26339
NERV,$6.00,1.39,1109688
NET,$44.07,3.59,9302400
NETC,$10.52,0.00,6671
NETI,$8.09,0.09,425030
NEU,$397.62,1.77,18119
NEWP,$2.505,-0.02,41404
NEWR,$72.33,1.10,677687
NEWT,$11.58,285,152539
NEWTL,$24.42,-15,527
NEWTZ,$24.11,0.06,1196
NEX,$7.74,0.26,3297089
NEXA,$5.71,0.00,29340
NEXI,$0.3376,127,15166
NEXT,$6.09,0.40,846176
NFBK,$9.72,0.23,195140
NFE,$30.82,0.87,1501682
NFG,$54.12,1.43,525001
NFGC,$5.05,-0.09,187348
NFJ,$11.73,0.16,76856
NFLX,$322.76,1.98,3988615
NFNT,$10.48,0.00,856791
NFTG,$1.0301,1.251,48410
NFYS,$10.28,0.00,1140
NG,$5.62,-0.06,1056477
NGD,$1.39,0.00,2484748
NGG,$73.24,0.34,275164
NGL,$2.76,0.09,139810
NGL^B,$22.75,-0.25,6010
NGL^C,$22.25,-3.301,781
NGM,$4.08,0.14,261884
NGMS,$13.02,0.27,88243
NGS,$10.49,0.18,145446
NGVC,$11.72,1.55,75242
NGVT,$60.57,-3.83,476503
NH,$3.20,0.80,662674
NHC,$57.01,1.26,57909
NHI,$49.30,0.54,193145
NHS,$9.07,0.26,71256
NHTC,$5.94,704,16113
NHWK,$0.6744,-471,71449
NI,$28.54,0.17,3462270
NI^B,$24.79,0.35,32874
NIC,$56.85,2.98,49567
NICE,$187.23,-3.70,901674
NICK,$4.51,0.03,5335
NIE,$19.99,0.48,29868
NIM,$9.08,0.03,31762
NIMC,$105.28,0.00,11353
NINE,$3.65,0.19,908813
NIO,$8.15,0.09,34610203
NIOBW,$0.6297,297,6796
NIQ,$12.82,0.04,41580
NIR,$2.36,0.08,96919
NIRWW,$0.1421,-22,4181
NISN,$0.51,0.01,108688
NIU,$3.59,0.01,225377
NJR,$50.88,-0.27,627576
NKE,$126.59,2.92,4887475
NKLA,$0.9787,65,33926750
NKSH,$27.40,0.40,11020
NKTR,$0.8186,263,1269952
NKTX,$4.63,-0.10,270426
NKX,$11.54,0.14,77382
NL,$5.93,-0.09,18569
NLS,$1.23,-0.04,216011
NLSP,$1.38,1.094,36281
NLSPW,$0.17,345,2128
NLTX,$0.899,0.01,100218
NLY,$19.07,0.49,3905082
NLY^F,$24.60,0.28,34692
NLY^G,$23.45,265,33315
NLY^I,$23.03,0.07,131466
NM,$1.89,0.16,63163
NM^G,$19.11,-1.39,6006
NM^H,$18.00,-0.91,6750
NMAI,$11.55,0.09,70887
NMCO,$11.34,0.21,99707
NMFC,$11.61,0.19,175875
NMG,$3.66,0.24,77663
NMI,$9.18,0.05,7618
NMIH,$23.65,0.60,467950
NMK^B,$75.75,0.00,1
NMK^C,$80.00,1.50,35
NML,$6.27,0.16,195157
NMM,$21.77,0.85,92612
NMR,$3.52,0.12,1800697
NMRD,$0.771,11,13904
NMRK,$5.85,-0.06,1297314
NMS,$11.50,687,3928
NMT,$10.49,0.06,5841
NMTC,$1.41,0.06,133923
NMTR,$0.8097,1.117,281147
NMZ,$10.49,0.08,324343
NN,$2.08,0.09,317425
NNAVW,$0.60,-0.01,1411
NNBR,$1.02,-0.06,452905
NNDM,$2.50,-0.02,914705
NNI,$94.30,1.56,33154
NNN,$44.44,0.19,891333
NNOX,$15.23,0.83,5628989
NNVC,$1.21,-0.02,32128
NNY,$8.68,0.27,24764
NOA,$19.29,0.71,75092
NOAH,$15.07,0.58,43162
NOC,$446.81,4.58,474706
NODK,$13.14,0.26,4693
NOG,$31.83,0.90,2288415
NOGN,$1.89,0.02,189863
NOGNW,$0.0166,-3,18403
NOK,$4.11,0.09,13396763
NOM,$10.0701,201,7065
NOMD,$19.48,0.77,368961
NOTE,$1.65,0.06,475874
NOTV,$5.84,0.21,260505
NOV,$15.56,0.21,4953644
NOVA,$15.75,0.75,4292651
NOVN,$1.14,0.01,131775
NOVT,$162.39,3.90,121064
NOVVR,$0.30,0.00,797
NOVVW,$0.0318,-33,250
NOW,$434.80,4.29,1302657
NPAB,$10.53,-0.02,25431
NPABU,$10.41,0.00,121
NPABW,$0.0562,-1,27
NPCE,$4.95,-0.04,67363
NPCT,$10.18,0.01,44708
NPFD,$14.99,0.15,68317
NPK,$68.62,0.47,18036
NPO,$98.88,1.80,82732
NPV,$11.285,115,16620
NQP,$11.32,0.10,23262
NR,$3.92,0.05,367853
NRAC,$10.35,0.00,2
NRACU,$10.38,0.03,201
NRACW,$0.0677,-23,5425
NRBO,$0.582,-18,233408
NRC,$42.14,01.08,25990
NRDS,$9.02,-0.04,1186845
NRDY,$2.85,-0.06,1102664
NREF,$13.80,0.16,32402
NREF^A,$18.03,-0.27,2335
NRG,$31.28,-0.10,5937400
NRGV,$1.80,0.11,720287
NRGX,$14.33,0.32,42871
NRIM,$37.20,0.77,31862
NRIX,$9.68,0.24,330446
NRK,$10.49,0.18,107794
NRO,$2.92,0.04,92909
NRP,$50.39,0.90,22879
NRSN,$1.7322,-78,16628
NRSNW,$0.4493,1.393,7208
NRT,$14.73,0.74,139110
NRUC,$24.51,1.941,5110
NRXP,$0.6115,115,97915
NRXPW,$0.16,99,1113
NS,$15.18,-0.06,237252
NS^A,$24.4769,3.869,20325
NS^B,$21.84,442,26981
NS^C,$25.09,0.32,2735
NSA,$37.97,0.79,531216
NSA^A,$23.2798,948,6376
NSC,$208.72,4.79,1183119
NSIT,$124.78,0.55,233211
NSL,$4.57,0.04,94010
NSP,$117.79,0.36,277313
NSPR,$1.37,0.04,43243
NSS,$25.52,0.40,14434
NSSC,$27.38,0.61,771226
NSTB,$10.10,0.01,53774
NSTC,$10.13,0.00,133
NSTD,$10.11,0.00,124
NSTG,$9.00,-0.26,731990
NSTS,$8.332,-8,3698
NSYS,$10.17,615,5998
NTAP,$63.85,1.34,1152165
NTB,$24.17,01.04,404796
NTCO,$4.49,0.16,519020
NTCT,$29.62,1.41,494195
NTES,$88.89,0.08,608724
NTG,$32.8002,8.202,13434
NTGR,$13.92,0.17,180052
NTIC,$11.395,-55,5534
NTIP,$2.19,-0.01,3542
NTLA,$43.90,0.25,1463315
NTNX,$23.94,-0.08,1124060
NTR,$65.04,1.78,2257720
NTRA,$54.10,1.17,915887
NTRB,$3.58,0.36,28912
NTRBW,$1.87,-0.02,1802
NTRS,$73.03,1.43,1685833
NTRSO,$20.78,0.41,12185
NTST,$18.03,0.25,726369
NTWK,$2.39,26,4718
NTZ,$5.7221,2.821,218
NU,$5.46,0.22,31146445
NUBI,$10.50,0.00,711
NUE,$142.32,2.44,2149368
NURO,$1.02,-0.04,76038
NUS,$38.87,0.47,273558
NUTX,$0.5219,356,1320756
NUV,$8.78,0.01,379753
NUVA,$42.78,1.37,2878433
NUVB,$1.67,0.05,302647
NUVL,$38.51,-0.19,248698
NUW,$13.85,-0.06,47640
NUWE,$4.51,0.07,23602
NUZE,$10.985,-1.847,2141
NVAC,$10.42,0.00,6
NVACR,$0.17,149,173
NVACW,$0.0751,0.00,9387
NVAX,$7.71,0.14,5842282
NVCR,$68.23,1.49,824267
NVCT,$15.05,0.16,55445
NVDA,$286.80,11.18,36100514
NVEC,$87.49,-2.81,48225
NVEE,$98.88,5.11,235255
NVEI,$40.74,1.085,273475
NVFY,$0.5499,-299,3541
NVG,$11.81,0.06,316177
NVGS,$12.78,0.31,159918
NVIV,$1.45,0.12,87667
NVMI,$92.86,3.39,53685
NVNO,$3.67,-0.05,15075
NVNOW,$0.0397,-6,36908
NVO,$163.24,2.81,1284105
NVOS,$0.1685,105,10835738
NVR,$5852.47,51.12,19005
NVRO,$27.08,-0.28,371743
NVS,$104.72,0.10,937001
NVST,$35.34,0.28,1784080
NVT,$41.74,0.92,872875
NVTA,$1.54,0.08,8037712
NVTS,$6.09,0.44,1012864
NVVE,$0.5599,99,242524
NVVEW,$0.0415,-306,12451
NVX,$2.78,0.25,12735
NWBI,$10.64,0.30,1081438
NWE,$59.71,0.38,176079
NWFL,$26.41,0.03,6778
NWG,$6.63,0.28,2036715
NWL,$10.11,0.30,8480373
NWLI,$261.02,5.62,8885
NWN,$47.05,-1.28,137617
NWPX,$27.41,0.51,44868
NWS,$17.26,0.41,700815
NWSA,$17.12,0.40,1684014
NWTN,$10.55,-0.15,811
NWTNW,$0.25,242,322528
NX,$19.72,0.74,139791
NXC,$13.38,0.05,7623
NXDT,$9.76,0.11,120405
NXDT^A,$15.25,0.40,4481
NXE,$3.90,0.16,1467979
NXG,$35.05,1.27,7655
NXGL,$1.60,0.00,2267
NXGLW,$0.1586,-214,4392
NXGN,$16.78,0.16,244568
NXJ,$11.57,0.07,103493
NXL,$0.8397,-303,6072
NXLIW,$0.0886,0.00,200
NXN,$12.26,0.25,6648
NXP,$14.45,45,79960
NXPI,$166.82,03.03,2405181
NXPL,$2.48,0.20,19909
NXPLW,$1.035,-25,3695
NXRT,$42.56,0.90,112548
NXST,$164.26,7.67,291624
NXT,$30.90,0.85,743738
NXTC,$1.59,0.00,68307
NXTP,$1.47,0.01,17060
NYAX,$17.31,0.93,175
NYC,$8.6346,4.058,3739
NYCB,$10.06,0.56,18386396
NYCB^A,$21.20,0.73,72035
NYCB^U,$39.00,1.25,26689
NYMT,$9.76,0.22,699684
NYMTL,$17.04,0.30,1820
NYMTM,$19.80,0.67,7060
NYMTN,$18.98,0.18,6797
NYMTZ,$16.315,-0.11,4429
NYMX,$0.4499,299,18326
NYT,$39.96,0.96,645225
NYXH,$8.05,-0.21,44182
NZF,$11.73,0.09,440917
O,$62.95,01.03,3226476
OABI,$3.61,0.17,480288
OABIW,$0.4527,227,45002
OAK^A,$21.99,0.72,3111
OAK^B,$21.75,0.54,3371
OAKUU,$10.31,0.01,5152
OB,$3.71,0.06,130271
OBE,$6.28,0.33,343454
OBIO,$16.92,2.34,17170
OBLG,$1.93,-0.11,103737
OBNK,$28.05,1.54,127843
OBT,$32.20,2.66,8883
OC,$104.86,01.03,957417
OCC,$4.14,0.00,290
OCCI,$8.60,0.07,33567
OCCIN,$22.12,-0.55,293
OCCIO,$23.22,-405,2802
OCEA,$6.37,0.10,88170
OCEAW,$0.175,-44,12708
OCFC,$13.93,0.67,516333
OCFCP,$22.11,3.41,12086
OCFT,$4.96,0.07,21730
OCG,$0.4999,-1,12068
OCGN,$0.70,5,5118751
OCN,$28.88,01.06,17408
OCS,$12.79,0.37,6684
OCSAW,$0.7226,-1.474,15624
OCSL,$18.04,0.04,509835
OCTO,$2.26,0.06,116145
OCUL,$6.25,0.16,899861
OCUP,$6.18,0.32,292964
OCX,$0.2612,-7,214962
ODC,$42.04,-0.20,11271
ODFL,$316.97,4.73,597438
ODP,$42.50,0.98,344491
ODV,$5.39,0.09,57780
OEC,$25.00,1.84,825179
OESX,$1.51,0.04,27542
OFC,$24.46,0.20,794318
OFED,$20.55,-1.15,2684
OFG,$24.31,1.31,366779
OFIX,$18.48,0.40,254386
OFLX,$113.70,3.14,11272
OFS,$9.58,0.40,37251
OFSSH,$22.08,0.00,480
OGE,$37.75,0.42,1029685
OGEN,$2.6414,-86,6301
OGI,$0.52,32,562475
OGN,$22.52,0.51,2380953
OGS,$80.74,01.09,358557
OHAA,$10.28,0.09,115
OHAAW,$0.1501,0.00,65000
OHI,$28.86,0.36,1618957
OI,$21.75,0.43,901273
OIA,$6.25,0.04,54209
OIG,$2.05,0.10,29119
OII,$17.04,0.52,676080
OIS,$6.98,0.22,574080
OKE,$64.51,1.88,1706003
OKTA,$73.78,1.13,1467315
OKYO,$1.72,-0.03,9396
OLB,$0.80,398,33916
OLED,$137.45,2.52,401803
OLITU,$10.20,-0.08,100
OLITW,$0.075,143,16580
OLK,$22.12,-0.10,49402
OLLI,$67.01,0.49,736427
OLMA,$6.66,0.31,238606
OLN,$55.00,1.40,1331482
OLO,$6.68,0.00,890411
OLP,$20.98,-0.84,59250
OLPX,$3.87,0.24,1613484
OM,$20.85,-0.10,681208
OMAB,$84.88,2.78,69948
OMC,$89.75,02.03,1555793
OMCL,$65.82,0.58,458642
OMER,$5.12,0.15,270458
OMEX,$2.933,-97,61876
OMF,$35.76,1.46,620208
OMGA,$8.82,0.76,49938
OMH,$6.1991,5.991,30298
OMI,$18.63,05.08,2960749
OMIC,$1.06,0.00,131824
OMQS,$6.04,635,11736
ON,$81.22,3.39,7087639
ONB,$12.69,0.53,3524392
ONBPO,$20.20,6.544,31134
ONBPP,$20.4999,9.299,40040
ONCR,$0.33,-29,56672
ONCS,$0.818,-7,184035
ONCT,$0.33,14,285217
ONCY,$1.60,0.15,244963
ONDS,$1.21,3.127,704504
ONEW,$27.18,-0.02,186681
ONFO,$1.17,0.04,16376
ONFOW,$0.1085,-5,3185
ONL,$6.31,0.15,336938
ONON,$33.91,1.38,7264702
ONTF,$8.65,0.05,213978
ONTO,$86.32,4.21,264592
ONTX,$1.40,0.10,116548
ONVO,$1.90,-0.06,16012
ONYX,$10.70,0.00,13
ONYXW,$0.0537,0.00,35
OOMA,$11.98,0.02,186118
OP,$0.2565,-15,343845
OPA,$10.35,0.03,232
OPAD,$0.4719,519,1034741
OPAL,$6.40,-0.54,581404
OPBK,$8.42,0.14,11573
OPCH,$27.98,0.48,10138576
OPEN,$1.79,0.44,38764929
OPFI,$2.06,0.14,56039
OPGN,$0.7635,285,159773
OPHC,$3.00,0.00,917
OPI,$6.52,0.23,900793
OPINL,$11.73,-0.06,19836
OPK,$1.83,0.14,3828642
OPOF,$17.25,0.05,7506
OPP,$8.42,0.07,128072
OPP^A,$18.10,-0.12,3056
OPP^B,$19.25,-0.17,10963
OPRA,$11.19,0.42,397504
OPRT,$4.02,0.31,359004
OPRX,$14.48,0.08,80020
OPT,$3.66,0.06,4061
OPTN,$2.00,0.05,201714
OPTT,$0.5051,49,93933
OPXS,$2.9248,48,2302
OPY,$36.93,01.03,54215
OR,$17.51,-0.07,1141769
ORA,$84.99,01.09,264767
ORAN,$12.89,-0.04,329632
ORC,$9.82,0.26,581179
ORCC,$12.51,0.26,1705792
ORCL,$96.97,2.00,8062737
ORGN,$4.18,0.18,829324
ORGNW,$0.7299,199,13630
ORGO,$2.12,0.06,894862
ORGS,$1.08,0.07,92097
ORI,$25.47,0.52,943311
ORIC,$5.11,0.16,107925
ORLA,$4.79,0.10,395725
ORLY,$940.78,7.16,269946
ORMP,$2.78,0.05,726905
ORN,$2.61,0.15,46716
ORRF,$16.26,0.01,56881
ORTX,$4.87,0.06,29738
OSA,$5.03,-0.07,1418
OSBC,$11.83,0.62,186628
OSCR,$7.17,0.21,1608712
OSG,$3.92,0.05,262108
OSI,$9.96,0.00,5
OSIS,$117.88,0.89,110559
OSK,$75.97,1.44,414859
OSPN,$13.22,0.28,560530
OSS,$2.45,-0.05,2435
OST,$1.18,0.02,737862
OSTK,$19.97,0.24,1161600
OSUR,$7.00,0.13,434772
OSW,$12.31,0.04,348304
OTEC,$10.79,0.00,3
OTECW,$0.034,-7,1699
OTEX,$41.41,4.85,1933754
OTIS,$85.96,0.66,1477963
OTLK,$1.15,0.04,514334
OTLY,$2.10,0.01,2539436
OTMO,$0.4517,-194,31192
OTMOW,$0.0255,-6,218
OTRK,$0.4399,-219,135816
OTRKP,$0.50,0.00,674
OTTR,$78.50,1.30,156768
OUST,$4.16,0.42,818537
OUT,$14.93,-0.12,4458976
OVBC,$24.65,0.17,371
OVID,$3.63,-0.02,132204
OVLY,$23.60,0.39,31962
OVV,$34.69,2.00,2661855
OWL,$10.30,0.36,3738216
OWLT,$0.3192,0.01,208936
OXAC,$10.86,0.03,2474
OXACU,$10.87,0.00,50
OXACW,$0.047,0.00,1450
OXBR,$1.18,0.00,34244
OXBRW,$0.06,-0.01,5000
OXLC,$5.14,0.06,551556
OXLCL,$22.00,0.01,14721
OXLCM,$24.75,0.00,455
OXLCN,$23.0999,1.999,250
OXLCO,$21.40,-0.04,430
OXLCP,$22.73,0.12,2575
OXLCZ,$22.35,0.12,942
OXM,$104.87,4.92,116104
OXSQ,$3.04,0.05,149530
OXSQG,$21.6337,6.236,400
OXSQL,$24.5685,-115,2548
OXSQZ,$23.59,0.00,1
OXUS,$10.5101,0.00,1
OXUSW,$0.0457,58,200
OXY,$60.69,1.99,11258196
OZ,$93.89,0.00,2452
OZK,$33.34,1.16,2461130
OZKAP,$13.70,825,100721
PAA,$12.92,0.65,3151278
PAAS,$18.12,-0.11,2799789
PAC,$177.24,3.99,42410
PACB,$12.19,0.29,3527164
PACI,$10.45,0.00,4
PACK,$2.94,-0.14,1142801
PACW,$5.76,2.59,135155302
PACWP,$8.19,1.95,1502121
PAG,$139.01,3.82,304620
PAGP,$13.50,0.69,4859038
PAGS,$10.77,0.67,8025392
PAHC,$14.64,0.33,110331
PAI,$11.82,-0.10,15213
PALI,$1.60,0.05,115518
PALT,$1.92,0.05,55074
PAM,$34.13,1.60,59672
PANL,$6.01,0.23,146047
PANW,$183.93,4.92,3191884
PAR,$29.34,0.94,181296
PARA,$16.86,0.46,52321053
PARAA,$19.54,0.50,356399
PARAP,$24.9946,3.946,668411
PARR,$20.66,-0.60,1699864
PASG,$1.03,-0.01,242544
PATH,$12.87,0.36,5323730
PATI,$9.23,-65,5415
PATK,$66.57,02.02,114966
PAVM,$0.5274,-75,396103
PAVMZ,$0.11,-249,69013
PAVS,$3.5456,-3.843,6724
PAX,$14.14,0.63,364461
PAXS,$14.52,0.34,139157
PAY,$8.18,0.27,42751
PAYC,$272.63,-7.36,1304145
PAYO,$5.56,0.21,2168115
PAYOW,$0.84,0.11,1130
PAYS,$3.40,0.06,64222
PAYX,$107.83,0.63,1539283
PB,$61.68,2.64,1107726
PBA,$32.54,0.81,919167
PBAX,$10.82,0.00,814
PBAXU,$11.73,0.00,54
PBAXW,$0.0369,0.00,139
PBBK,$11.62,0.38,2525
PBF,$32.01,0.58,5962035
PBFS,$8.66,0.14,45219
PBH,$60.76,-1.26,268643
PBHC,$13.50,0.65,8137
PBI,$3.00,0.11,2690376
PBI^B,$14.14,-0.09,27256
PBLA,$0.435,-15,798493
PBPB,$9.03,-1.55,600941
PBR,$10.82,0.55,21439011
PBT,$24.62,1.16,101515
PBTS,$0.0626,-34,13302337
PBYI,$3.15,0.54,741104
PCAR,$72.76,1.74,2402075
PCB,$13.79,0.44,35261
PCCT,$10.8306,-694,2578
PCCTU,$10.83,-0.07,226
PCCTW,$0.1044,0.00,53
PCF,$6.27,0.08,40398
PCG,$17.27,0.03,10965495
PCG^A,$22.2005,899,3660
PCG^B,$19.09,0.09,3400
PCG^C,$17.25,-0.03,1902
PCG^D,$17.25,0.10,4522
PCG^E,$17.50,0.30,1222
PCG^G,$16.41,0.61,10966
PCG^H,$15.77,0.36,2038
PCG^I,$15.25,0.40,499
PCGU,$151.40,0.82,2655
PCH,$45.68,0.87,321353
PCK,$6.14,0.05,25269
PCM,$9.51,0.03,22529
PCN,$13.03,0.13,136595
PCOR,$56.35,-0.39,1236103
PCQ,$10.03,0.08,34115
PCRX,$42.89,-0.25,596419
PCSA,$0.72,599,237624
PCT,$7.25,0.50,2054078
PCTI,$4.21,-155,112130
PCTTU,$8.70,0.45,3784
PCTTW,$2.95,0.10,4790
PCTY,$173.32,-10.35,1600208
PCVX,$51.40,02.02,768741
PCYG,$6.31,-0.06,13827
PCYO,$9.41,-0.21,32225
PD,$28.70,0.69,1279242
PDCE,$64.39,2.17,1034813
PDCO,$26.60,0.58,834109
PDD,$63.06,-1.08,6432873
PDEX,$15.60,0.09,11309
PDFS,$38.71,1.75,157605
PDI,$18.46,0.30,1812669
PDLB,$7.03,0.19,60630
PDM,$6.63,0.34,1933197
PDO,$13.13,0.44,1202298
PDS,$48.64,03.07,94398
PDSB,$6.53,0.26,239516
PDT,$12.33,0.17,71485
PEAK,$21.48,0.10,4279204
PEB,$14.62,0.49,2087064
PEB^E,$19.00,-0.41,4826
PEB^F,$19.16,-0.11,7122
PEB^G,$18.90,0.00,22804
PEB^H,$17.31,0.11,9547
PEBK,$22.02,-0.01,5249
PEBO,$25.44,1.28,203619
PECO,$30.80,0.37,368661
PED,$0.8999,271,81844
PEG,$63.82,0.31,1739709
PEGA,$42.23,0.35,313131
PEGR,$10.25,0.00,2
PEGRW,$0.0585,81,1700
PEGY,$1.33,0.04,74976
PEN,$310.08,8.20,521013
PENN,$26.44,0.44,4271387
PEO,$19.87,0.45,72996
PEP,$194.27,0.89,4146479
PEPG,$14.93,0.23,44906
PEPL,$10.27,0.00,12
PEPLU,$10.33,0.04,750
PEPLW,$0.055,-0.04,9013
PERF,$4.45,0.10,236187
PERI,$32.56,0.37,960067
PESI,$8.90,0.31,31119
PET,$2.23,1.499,60147
PETQ,$11.85,0.40,101700
PETS,$15.02,0.37,267941
PETV,$2.19,-0.06,4408
PETVW,$0.50,3,300
PETWW,$0.1576,-24,4683
PETZ,$1.27,-0.02,31023
PEV,$0.8901,-99,8563
PFBC,$46.67,2.51,159637
PFC,$14.76,0.42,154880
PFD,$10.08,0.16,37251
PFE,$38.49,0.26,19221407
PFG,$71.51,2.22,1227133
PFGC,$62.01,01.08,1076370
PFH,$20.13,0.39,20037
PFIE,$1.13,144,14235
PFIN,$5.2244,-256,813
PFIS,$39.25,1.76,7473
PFL,$8.17,0.08,48892
PFLT,$10.62,0.25,165196
PFMT,$2.87,-0.07,155792
PFN,$7.10,0.06,127191
PFO,$7.5701,1.001,21211
PFS,$15.78,0.63,703331
PFSI,$58.48,1.28,391120
PFSW,$4.13,0.12,43996
PFTA,$10.28,0.00,1
PFTAU,$10.28,0.00,15
PFTAW,$0.1291,77,6313
PFX,$36.25,0.00,232
PFXNZ,$20.99,-0.75,702
PG,$156.03,0.52,3988165
PGC,$25.21,1.33,96587
PGEN,$1.22,0.02,655471
PGNY,$34.58,1.12,573635
PGP,$7.37,0.07,32092
PGR,$129.52,3.42,3124066
PGRE,$4.50,-0.01,2794743
PGRU,$4.50,-0.01,426
PGRW,$10.40,0.03,10002
PGRWW,$0.0026,1,91000
PGSS,$10.54,0.00,1317
PGTI,$25.63,0.57,489994
PGY,$0.865,702,983708
PGYWW,$0.0798,-76,7204
PGZ,$9.58,0.01,42943
PH,$333.30,11.01,1030833
PHAR,$11.26,0.21,2025
PHAT,$12.35,0.65,617532
PHD,$8.58,0.04,82191
PHG,$21.15,0.34,848254
PHGE,$0.2939,197,96988
PHI,$22.54,0.22,32389
PHIO,$3.98,0.09,15034
PHK,$4.79,0.05,247810
PHM,$67.02,0.65,2454588
PHR,$29.88,-0.68,394495
PHT,$6.66,0.06,85827
PHUN,$0.61,121,505018
PHUNW,$0.219,0.00,50
