ticker,valor_actual,variacion,volumen
JFIN,$4.74,0.31,109714
JFR,$8.11,0.13,266308
JFU,$4.13,-0.24,32917
JG,$0.3453,-193,64885
JGGC,$10.46,0.00,14195
JGGCR,$0.1303,92,19210
JGGCU,$10.58,0.14,498
JGGCW,$0.04,25,148200
JGH,$10.97,0.10,35445
JHAA,$9.27,0.00,4020
JHG,$26.55,0.77,967525
JHI,$12.61,0.08,12127
JHS,$10.98,0.02,15169
JHX,$23.22,0.49,31470
JILL,$23.09,0.64,29390
JJSF,$162.80,04.03,67235
JKHY,$152.93,4.83,989678
JKS,$48.09,0.85,507807
JLL,$135.52,02.02,543162
JLS,$15.98,0.07,31713
JMIA,$2.85,0.08,1126013
JMM,$5.89,0.11,32107
JMSB,$17.09,0.86,63928
JNJ,$162.68,0.55,5193730
JNPR,$28.85,0.42,3633729
JOAN,$1.87,0.10,91014
JOB,$0.49,28,180062
JOBY,$4.49,0.23,3752597
JOE,$42.00,0.84,126417
JOF,$7.09,0.13,44970
JOUT,$64.24,7.71,86167
JPC,$6.21,0.08,300273
JPI,$16.56,0.21,43906
JPM,$136.74,2.62,11259020
JPM^C,$25.09,175,133376
JPM^D,$24.56,105,102981
JPM^J,$21.637,187,44656
JPM^K,$20.48,0.00,123334
JPM^L,$20.65,0.12,87014
JPM^M,$19.34,0.13,82899
JPS,$6.24,0.06,432173
JPT,$15.5529,204,914
JQC,$5.03,0.01,296593
JRI,$11.55,0.12,54298
JRO,$7.79,0.09,155781
JRS,$7.40,0.14,84313
JRSH,$4.53,-0.04,4966
JRVR,$20.73,0.69,186100
JSD,$11.68,0.04,29831
JSM,$18.70,0.38,9429
JSPR,$1.50,0.02,446188
JSPRW,$0.12,-14,26706
JT,$1.43,947,10760
JUGG,$10.27,0.00,27602
JUGGU,$10.29,-0.01,300
JUGGW,$0.14,0.00,125
JUN,$10.37,0.07,15302
JUPW,$0.41,-35,209264
JUPWW,$0.1199,374,526
JVA,$1.5999,99,26493
JWAC,$6.86,0.53,313973
JWACR,$0.39,-0.03,498426
JWEL,$0.3047,97,24058
JWN,$15.28,1.16,3723191
JWSM,$10.14,0.00,1512
JXJT,$5.10,-0.33,72994
JXN,$34.93,1.81,818481
JXN^A,$24.41,0.57,37823
JYD,$2.83,-0.67,451730
JYNT,$15.11,0.17,97234
JZ,$1.12,-0.06,76685
JZXN,$0.1699,67,963674
K,$70.35,-0.03,2698322
KA,$4.26,-936,5562
KACLR,$0.155,-5,1677
KACLW,$0.0275,125,3316
KAI,$195.11,5.40,49803
KALA,$15.32,0.11,54106
KALU,$63.02,1.32,78301
KALV,$9.62,0.28,164185
KAMN,$22.54,0.53,95352
KAR,$14.83,0.63,683923
KARO,$22.09,-0.21,2010
KAVL,$0.5701,-99,6580
KB,$37.59,0.98,240906
KBAL,$12.23,0.05,538125
KBH,$44.04,0.65,928252
KBNT,$0.6181,-103,12079
KBNTW,$0.04,0.00,400
KBR,$58.56,0.89,1338645
KC,$5.37,0.14,1621487
KCGI,$10.49,0.02,244
KD,$14.37,0.27,1401705
KDNY,$20.26,0.71,479697
KDP,$33.23,0.74,11869785
KE,$20.59,0.67,162430
KELYA,$16.24,0.48,126241
KELYB,$15.85,0.00,53
KEN,$27.19,0.64,10488
KEP,$7.33,0.10,236796
KEQU,$16.43,1.23,899
KERN,$0.77,-7,79273
KERNW,$0.0138,18,13514
KEX,$72.10,1.34,257141
KEY,$9.83,0.90,32452611
KEY^I,$17.67,1.27,133085
KEY^J,$16.3702,1.8702,174061
KEY^K,$15.80,1.62,162895
KEY^L,$16.86,1.13,249740
KEYS,$143.66,2.39,848912
KF,$21.62,0.27,3305
KFFB,$6.1241,741,392
KFRC,$56.12,-0.39,172692
KFS,$8.59,0.11,34271
KFY,$47.46,1.61,258415
KGC,$5.32,-0.02,11342321
KHC,$41.32,0.48,7676798
KIDS,$46.39,-0.38,50506
KIM,$18.81,0.37,4341640
KIM^L,$21.785,4.237,5093
KIM^M,$22.16,0.43,6204
KIND,$2.01,0.01,579934
KINS,$1.40,-0.01,23379
KIO,$11.16,0.08,65467
KIQ,$0.24,-0.02,50647
KIRK,$2.75,0.03,51322
KITT,$2.28,-0.12,38126
KITTW,$0.21,0.00,1200
KKR,$51.51,1.91,4398738
KKR^C,$61.945,2.065,156409
KKRS,$17.63,0.63,14304
KLAC,$385.66,12.43,892878
KLIC,$46.80,1.42,524449
KLR,$1.75,0.17,61308
KLTR,$1.79,0.21,235995
KLXE,$9.59,0.42,185788
KMB,$145.18,0.77,1636585
KMDA,$4.989,99,15319
KMF,$7.15,0.12,106008
KMI,$17.04,0.40,12836349
KMPB,$17.92,0.08,12211
KMPR,$45.53,1.70,399110
KMT,$26.93,0.59,893534
KMX,$70.61,2.54,1422165
KN,$16.26,0.28,699251
KNDI,$2.98,0.01,93501
KNOP,$4.46,0.10,346122
KNSA,$13.69,0.13,641577
KNSL,$328.43,6.97,127599
KNSW,$10.44,0.00,100
KNTE,$2.87,0.24,1914651
KNTK,$29.37,1.92,420977
KNW,$1.08,0.10,79285
KNX,$58.08,1.22,1888739
KO,$64.02,0.30,9037234
KOD,$4.71,0.27,196957
KODK,$3.34,0.12,275811
KOF,$88.48,1.51,201204
KOP,$33.17,1.86,73255
KOPN,$1.01,0.00,155253
KORE,$1.15,-0.10,220738
KOS,$6.39,0.32,4983250
KOSS,$3.9304,-396,17766
KPLT,$0.6268,368,186179
KPLTW,$0.0351,-5,38205
KPRX,$2.76,-0.20,62453
KPTI,$2.71,-0.06,5665017
KR,$49.23,0.95,3770311
KRBP,$5.22,0.10,230597
KRC,$28.31,0.68,1020159
KREF,$10.32,0.21,369097
KREF^A,$15.91,-0.09,44850
KRG,$20.65,0.35,1131416
KRKR,$1.00,33,21725
KRMD,$4.01,-0.05,44555
KRNL,$10.38,0.00,50
KRNLU,$10.47,0.00,1
KRNLW,$0.11,-4,100
KRNT,$18.24,0.82,176383
KRNY,$7.30,0.14,350029
KRO,$8.53,0.20,249865
KRON,$1.92,0.09,294994
KROS,$44.12,-1.40,134256
KRP,$15.56,0.41,281277
KRT,$14.26,0.54,11589
KRTX,$220.16,13.71,289892
KRUS,$65.44,-0.47,91624
KRYS,$84.24,02.06,197117
KSCP,$0.5262,63,368405
KSM,$8.40,0.05,24413
KSPN,$0.6349,-201,59928
KSS,$20.80,1.22,4088927
KT,$11.50,0.11,1003868
KTB,$41.01,-0.11,822265
KTCC,$5.94,0.21,55621
KTF,$8.70,0.08,77584
KTH,$29.60,-101,815
KTN,$27.29,3.687,1670
KTOS,$13.57,-0.41,1254179
KTRA,$3.37,-7.314,145715
KTTA,$0.33,0.02,72017
KTTAW,$0.0327,0.00,145
KUKE,$0.8138,-752,76378
KULR,$0.7442,-357,326856
KURA,$11.39,0.18,361990
KVHI,$10.45,0.03,52506
KVSA,$10.21,5,153969
KVUE,$26.50,-0.40,11289939
KW,$14.98,0.16,1549757
KWE,$3.10,-0.05,122581
KWESW,$0.6016,-284,8672
KWR,$208.64,23.48,298004
KXIN,$0.3073,53,75123
KYCH,$10.43,0.04,120
KYCHR,$0.1001,1,205
KYCHU,$10.45,0.00,1
KYMR,$29.01,2.77,1030859
KYN,$8.13,0.15,402228
KZIA,$1.22,-455,19256
KZR,$2.64,0.04,783318
L,$58.62,0.54,498617
LAB,$1.62,0.10,139771
LABP,$0.2898,-2,29971
LAC,$19.90,1.17,2063479
LAD,$216.32,9.19,319096
LADR,$9.29,0.25,600304
LAKE,$11.89,0.08,20705
LAMR,$96.52,-0.59,632554
LANC,$218.84,3.60,103579
LAND,$15.86,0.44,212094
LANDM,$23.5582,3.389,655
LANDO,$22.56,-0.02,12987
LANV,$5.18,-0.12,335950
LARK,$19.71,0.24,7537
LASE,$3.03,0.10,51930
LASR,$12.75,3.52,1036084
LAUR,$12.32,0.50,727281
LAW,$5.67,0.28,257834
LAZ,$28.88,-0.48,886948
LAZR,$6.07,0.31,6209129
LAZY,$10.89,-0.15,67994
LBAI,$12.79,565,348295
LBBB,$10.51,0.03,5166
LBBBW,$0.0251,-249,6900
LBC,$8.55,0.36,36072
LBPH,$9.07,0.79,230938
LBRDA,$79.78,0.80,164007
LBRDK,$80.12,0.59,708634
LBRDP,$22.2237,237,21202
LBRT,$12.17,0.37,2090969
LBTYA,$18.97,0.40,1028967
LBTYB,$19.25,0.00,1
LBTYK,$19.79,0.39,1385084
LC,$6.79,0.28,1568789
LCA,$10.10,0.03,11800
LCAA,$10.27,0.01,13031
LCAAU,$10.41,0.00,75
LCAAW,$0.524,0.00,1
LCAHW,$0.1675,-1,22
LCFY,$8.12,0.12,1244
LCFYW,$3.20,0.00,23
LCID,$7.73,0.35,16456771
LCII,$115.15,3.96,134552
LCNB,$15.10,0.50,20785
LCTX,$1.43,0.03,248185
LCUT,$5.02,0.03,17867
LDI,$1.70,0.14,302983
LDOS,$80.83,1.38,2192798
LDP,$16.98,0.22,144511
LE,$7.38,0.44,97099
LEA,$123.60,4.67,563756
LECO,$170.46,3.79,299205
LEDS,$1.94,-0.05,1386
LEE,$10.85,0.32,15771
LEG,$32.85,0.31,636666
LEGH,$22.49,0.71,46486
LEGN,$66.99,-0.05,558056
LEJU,$3.10,0.56,1716678
LEN,$113.44,01.09,1307579
LEO,$6.18,0.01,142194
LESL,$10.92,0.48,2265950
LEU,$28.76,0.88,86928
LEV,$2.29,0.06,416580
LEVI,$14.17,0.44,1447576
LEXX,$1.31,-0.06,92320
LEXXW,$0.3995,366,4703
LFAC,$10.54,0.00,17715
LFACU,$11.105,535,600
LFACW,$0.0449,-101,8722
LFCR,$4.40,0.05,96053
LFLY,$0.37,0.00,142572
LFLYW,$0.0573,0.00,400
LFMD,$1.505,35,16372
LFMDP,$14.46,724,1927
LFST,$8.28,0.27,364365
LFT,$1.61,-0.05,135944
LFT^A,$17.6122,0.00,90
LFUS,$263.13,2.95,87119
LFVN,$3.72,0.68,68567
LGHL,$0.133,121,1864766
LGHLW,$0.015,-1,268217
LGI,$14.87,0.11,21350
LGIH,$115.50,1.34,117062
LGL,$4.65,899,4436
LGMK,$2.84,-0.05,237662
LGND,$79.33,2.62,161292
LGO,$4.61,0.13,28973
LGSTW,$0.045,0.00,1514
LGVC,$10.47,-0.01,867596
LGVCW,$0.10,0.00,5711
LGVN,$3.09,0.12,30409
LH,$223.86,2.12,424299
LHC,$10.5382,0.00,2
LHX,$187.73,2.00,1280256
LI,$23.93,0.04,5097801
LIAN,$2.25,0.13,317188
LIBY,$10.65,0.00,43444
LIBYW,$0.0616,106,20301
LICN,$2.55,0.13,107588
LICY,$4.99,0.12,1083915
LIDR,$0.1858,158,1562580
LIDRW,$0.03,32,15501
LIFE,$2.15,0.10,1991492
LIFW,$0.55,7,261196
LIFWW,$0.0034,-34,306950
LIFWZ,$0.5997,0.00,50
LII,$282.56,3.82,183336
LILA,$8.23,0.06,168055
LILAK,$8.22,0.07,974652
LILM,$0.817,1.892,11086056
LILMW,$0.1047,326,19477
LIN,$366.37,5.57,1113571
LINC,$5.73,-0.06,62919
LIND,$11.31,0.04,445850
LINK,$8.77,-3.299,235
LIPO,$1.94,0.06,23237
LIQT,$0.4063,-137,10700
LITB,$1.31,0.04,24727
LITE,$47.78,0.28,505103
LITM,$2.91,0.11,236010
LITT,$10.19,-0.01,52147
LITTU,$10.23,0.00,600
LITTW,$0.05,-1,5651
LIVB,$10.53,0.00,50106
LIVE,$30.85,0.30,1133
LIVN,$47.48,0.09,542336
LIXT,$0.5669,211,24673
LIXTW,$0.0785,185,2831
LIZI,$0.646,-34,272540
LKCO,$1.45,0.00,78912
LKFN,$47.63,01.02,203111
LKQ,$57.07,0.87,640465
LL,$3.55,0.02,711396
LLAP,$1.70,-0.04,1601832
LLY,$427.81,-0.63,2752545
LMAT,$67.58,2.35,233212
LMB,$17.04,0.93,75541
LMDX,$0.56,-0.02,39736
LMDXW,$0.0528,0.00,1699
LMFA,$0.7434,-91,8531
LMND,$14.64,0.47,4236416
LMNL,$6.75,901,3817
LMNR,$16.86,0.19,41380
LMT,$455.54,3.61,929990
LNC,$20.46,1.11,3808096
LNC^D,$24.90,0.27,147430
LND,$4.76,0.14,50483
LNG,$148.19,2.93,1365800
LNKB,$5.50,0.23,16232
LNN,$122.15,2.87,35215
LNSR,$2.66,0.08,11319
LNT,$55.11,0.31,1649659
LNTH,$94.06,-0.80,1298885
LNW,$59.50,1.72,344144
LNZA,$3.45,0.15,27254
LNZAW,$0.1922,1,43608
LOAN,$4.96,0.06,6734
LOB,$21.60,0.79,296125
LOCC,$10.16,0.00,700
LOCL,$0.4623,-447,301112
LOCO,$9.345,-175,623499
LODE,$0.6301,301,1086811
LOGI,$64.33,0.58,465766
LOMA,$6.35,0.34,97684
LOOP,$3.02,0.24,44863
LOPE,$112.09,-1.87,259407
LOV,$0.8963,194,42739
LOVE,$26.30,0.81,213909
LOW,$205.81,03.01,2495625
LPCN,$0.243,-66,416829
LPG,$21.11,0.21,768051
LPL,$5.65,0.09,137751
LPLA,$190.82,9.87,1191689
LPRO,$7.31,0.31,536077
LPSN,$4.60,0.60,2526057
LPTH,$1.35,0.00,26909
LPTV,$4.55,0.11,40758
LPTX,$0.3889,-3,179775
LPX,$61.88,1.46,1074929
LQDA,$7.40,0.08,613372
LQDT,$14.07,0.41,215298
LRCX,$529.76,17.52,1401818
LRFC,$20.40,-0.20,15972
LRMR,$4.73,-0.01,42576
LRN,$41.18,0.46,546770
LSAK,$3.48,-0.07,10275
LSBK,$11.28,-15,555
LSCC,$84.34,2.81,1547102
LSDI,$1.35,-0.04,49495
LSEA,$5.97,0.14,44824
LSEAW,$0.15,-6,27321
LSF,$0.87,-0.03,14364
LSI,$136.27,3.36,1138800
LSPD,$14.11,0.88,876951
LSTA,$3.225,0.03,3776
LSTR,$180.81,3.29,186893
LSXMA,$28.95,1.90,1579314
LSXMB,$28.60,2.42,1108
LSXMK,$28.81,1.91,1029845
LTBR,$3.33,-0.07,34516
LTC,$33.48,0.19,181937
LTCH,$0.75,-94,145548
LTCHW,$0.0775,-8,476
LTH,$19.33,0.24,781570
LTHM,$23.19,0.95,2707987
LTRN,$5.01,0.01,31222
LTRPA,$0.6437,37,703458
LTRPB,$18.69,-2.81,7858
LTRX,$3.70,0.00,212290
LTRY,$0.4551,-39,156791
LTRYW,$0.0211,1,17802
LU,$1.72,0.11,9061312
LUCD,$1.50,0.02,18440
LUCY,$2.60,0.07,553259
LUCYW,$0.50,0.10,41270
LULU,$386.71,4.65,1318120
LUMN,$2.28,0.16,15811772
LUMO,$3.55,-0.05,5468
LUNA,$6.19,-0.09,203882
LUNG,$12.29,0.07,219885
LUNR,$7.02,-0.28,300574
LUNRW,$0.4385,335,19085
LUV,$29.66,0.37,5801910
LUXH,$2.8797,-3,3467
LVAC,$10.42,0.00,15
LVACW,$0.0034,-46,814
LVLU,$2.57,0.03,16142
LVO,$1.53,0.00,354756
LVOX,$2.79,0.08,23601
LVOXW,$0.27,0.00,103
LVRO,$5.49,0.28,13195
LVROW,$0.7127,-1,7306
LVS,$61.65,-0.05,3183129
LVTX,$1.58,0.08,63265
LVWR,$7.67,0.37,3079
LW,$112.09,0.93,818991
LWAY,$6.005,-85,7872
LWLG,$4.66,0.21,557354
LX,$2.48,0.09,260447
LXEH,$0.7196,-1.262,575568
LXFR,$15.52,0.91,426430
LXP,$9.66,0.15,2001891
LXP^C,$47.80,0.60,2446
LXRX,$3.49,0.41,4557081
LXU,$8.82,0.46,613358
LYB,$92.40,2.17,1383371
LYEL,$2.48,0.06,939340
LYFT,$8.63,-2.06,82414490
LYG,$2.31,0.05,15562614
LYRA,$2.62,0.06,16544
LYT,$0.68,-51,36867
LYTS,$12.39,0.26,173989
LYV,$77.16,10.09,6700997
LZ,$7.84,0.37,968516
LZB,$28.38,0.83,241681
M,$15.37,0.62,12049608
MA,$384.66,8.54,2682743
MAA,$152.39,2.94,323849
MAA^I,$55.02,-0.10,122
MAC,$10.01,0.07,1900874
MACA,$10.32,0.00,9
MACAW,$0.104,0.00,38
MACK,$12.72,0.10,57738
MAG,$13.34,-0.04,645104
MAIA,$2.84,0.08,60277
MAIN,$40.33,0.61,406481
MAN,$70.38,0.78,787207
MANH,$168.92,0.62,235970
MANU,$19.07,-0.27,1208178
MAPS,$0.82,0.02,556045
MAPSW,$0.0551,-198,405
MAQC,$10.81,-0.09,28595
MAQCU,$10.8576,2.076,200
MAQCW,$0.04,85,25240
MAR,$176.57,0.09,1638322
MARA,$10.49,0.22,37656786
MARK,$1.14,0.06,243412
MARPS,$7.55,0.44,15430
MARX,$10.21,0.00,170
MARXR,$0.1801,-399,2002
MARXU,$10.37,-0.02,7009
MAS,$53.45,0.72,1440126
MASI,$187.90,3.20,295229
MASS,$7.09,0.06,118434
MAT,$18.19,0.58,2374899
MATH,$0.99,-0.02,2119
MATV,$16.56,0.03,519878
MATW,$38.08,1.26,86785
MATX,$67.47,04.05,399084
MAV,$8.08,0.02,74243
MAX,$5.99,0.12,1273557
MAXN,$27.39,1.30,438585
MAYS,$44.25,0.00,436
MBAC,$10.09,-0.01,40540
MBC,$8.02,0.29,700070
MBCN,$25.72,0.42,8852
MBI,$9.54,0.29,412306
MBIN,$23.42,1.15,62493
MBINM,$21.30,0.33,28059
MBINN,$16.73,0.53,43193
MBINO,$17.625,1.285,25862
MBINP,$18.43,0.63,19948
MBIO,$4.22,0.03,26081
MBLY,$37.61,2.79,2331955
MBNKP,$21.60,-0.05,3086
MBOT,$1.11,-501,124969
MBRX,$0.7999,199,48593
MBSC,$10.36,0.00,7652
MBUU,$57.50,1.75,211014
MBWM,$25.49,0.89,43791
MC,$34.98,-0.61,611100
MCAA,$10.81,0.00,121145
MCAAW,$0.08,0.00,529
MCAC,$10.31,0.00,1632
MCACR,$0.145,0.00,100
MCACW,$0.0313,-87,550
MCAF,$10.35,5,1225
MCAFR,$0.1551,-191,100
MCAFU,$10.28,-0.21,767
MCAG,$10.40,401,70421
MCAGR,$0.281,-344,500
MCAGU,$10.74,0.51,627
MCB,$23.08,3.22,945678
MCBC,$8.76,0.06,65408
MCBS,$14.96,0.66,43140
MCD,$296.60,1.44,1815427
MCFT,$28.77,0.55,125008
MCHP,$75.18,-0.85,9466839
MCHX,$1.86,-0.05,58814
MCI,$13.55,0.03,7208
MCK,$365.87,10.83,1431161
MCLD,$0.295,-122,92597
MCLDW,$0.049,0.00,198
MCN,$8.23,0.14,21675
MCO,$304.64,4.99,873694
MCOM,$0.8083,83,816214
MCOMW,$0.0372,-102,47189
MCR,$6.29,0.02,28922
MCRB,$5.91,0.46,3809900
MCRI,$67.79,0.01,108528
MCS,$16.54,-0.35,691911
MCVT,$2.3107,107,2819
MCW,$8.97,0.32,1266772
MCY,$29.52,-0.01,268389
MD,$13.69,0.67,591034
MDB,$241.29,04.04,1759362
MDC,$41.42,0.19,1377037
MDGL,$306.37,-2.22,324221
MDGS,$5.105,0.17,16401
MDIA,$1.1652,-848,909
MDJH,$2.61,-0.14,557154
MDLZ,$77.56,0.27,5461036
MDNA,$0.7581,0.01,115438
MDRR,$5.32,-0.38,9421
MDRRP,$20.9998,9.498,422
MDRX,$12.28,0.29,667752
MDT,$90.06,0.79,4332726
MDU,$29.32,0.92,2063695
MDV,$12.50,0.23,10999
MDV^A,$22.8601,-3.799,2741
MDVL,$0.19,19,40497
MDWD,$10.95,0.10,5373
MDWT,$25.52,0.01,27773
MDXG,$5.74,0.21,1250571
MDXH,$3.89,0.19,177709
ME,$2.11,0.09,1472388
MEC,$9.89,0.30,115216
MED,$90.97,2.85,342953
MEDP,$206.79,1.60,229731
MEDS,$0.3766,81,80639
MEG,$30.65,1.27,129058
MEGI,$14.39,0.25,68725
MEGL,$1.81,-0.23,999535
MEI,$40.96,1.20,101148
MEIP,$6.45,75,58418
MEKA,$10.27,0.01,214351
MELI,$1243.59,30.21,478287
MEOA,$10.90,0.00,152
MEOAU,$10.88,0.00,10
MEOAW,$0.05,0.00,27056
MEOH,$44.45,1.305,179786
MER^K,$25.16,0.12,35570
MERC,$9.105,-355,1004973
MESA,$2.00,0.09,296039
MESO,$3.36,0.04,47478
MET,$54.66,0.55,6799630
MET^A,$21.99,0.03,125870
MET^E,$23.97,0.11,91345
MET^F,$20.75,0.35,162952
META,$232.78,-0.74,26979211
METC,$9.93,1.64,1072530
METCL,$25.50,0.00,1062
METX,$0.191,-7,465533
METXW,$0.03,-0.01,2007
MF,$0.68,258,219345
MFA,$10.30,-0.01,1115509
MFA^B,$17.9801,-399,22979
MFA^C,$17.15,25,4537
MFC,$19.79,0.51,2174926
MFD,$8.43,0.14,13816
MFG,$2.96,0.11,1087646
MFH,$1.47,-0.03,37100
MFIC,$11.25,0.03,180945
MFIN,$6.12,0.35,67032
MFM,$5.13,0.04,56951
MFV,$4.23,0.09,6239
MG,$7.30,0.54,124555
MGA,$53.98,3.76,2579395
MGAM,$0.635,5,59589
MGEE,$78.01,0.05,60186
MGF,$3.30,-0.01,44640
MGI,$10.94,0.01,5304320
MGIC,$13.61,-0.09,23770
MGIH,$1.64,-0.20,331723
MGLD,$1.73,0.16,1240
MGM,$43.14,0.33,5285961
MGNI,$8.58,0.17,957313
MGNX,$7.11,-0.03,278803
MGOL,$1.18,0.01,79177
MGPI,$101.36,0.80,129868
MGR,$24.10,0.33,14395
MGRB,$18.16,0.26,19895
MGRC,$90.26,2.99,218999
MGRD,$16.52,0.51,2807
MGRX,$1.25,0.03,200594
MGTA,$0.71,0.03,1019225
MGTX,$6.15,-0.15,156955
MGY,$19.83,0.91,2231344
MGYR,$10.04,0.28,2738
MHD,$11.73,0.07,146539
MHF,$6.47,0.04,35854
MHH,$9.1901,-599,44566
MHI,$8.70,0.00,118816
MHK,$100.22,1.19,545100
MHLA,$14.115,65,984
MHLD,$2.22,0.10,111897
MHN,$10.58,0.21,72112
MHNC,$16.56,0.01,7179
MHO,$67.37,1.29,255826
MHUA,$3.14,-0.40,48442
MICS,$1.23,-0.10,409207
MIDD,$146.09,3.14,371108
MIGI,$2.88,-0.09,81602
MIMO,$0.49,0.00,116542
MIN,$2.79,0.03,230541
MIND,$0.436,0.00,65230
MINDP,$7.6099,0.00,4647
MINM,$4.59,1.74,27402233
MIO,$10.68,0.09,22346
MIR,$8.49,0.06,1412752
MIRM,$26.23,-1.62,550395
MIRO,$1.1202,-298,10605
MIST,$3.59,-0.01,136064
MITA,$10.28,0.01,1264
MITAW,$0.09,0.00,10712
MITK,$8.99,0.07,263664
MITQ,$0.95,254,90040
MITT,$5.36,0.34,178847
MITT^A,$17.2206,0.00,60
MITT^B,$16.29,0.49,2750
MITT^C,$17.44,3.166,7373
MIXT,$7.71,0.15,5524
MIY,$11.20,0.11,43011
MKC,$88.95,0.68,776636
MKFG,$0.8078,77,573895
MKL,$1352.13,15.63,26773
MKSI,$88.52,4.36,762933
MKTW,$1.66,0.08,18373
MKTX,$300.33,3.24,246192
MKUL,$1.57,-0.11,34634
ML,$13.14,01.09,30052
MLAB,$166.68,-0.78,35075
MLAC,$10.534,339,440
MLACU,$10.15,-0.06,100
MLACW,$0.036,-1,50
MLCO,$13.01,0.28,2617939
MLEC,$3.10,0.18,52253
MLECW,$0.0905,63,1168
MLGO,$1.89,-0.02,41746
MLI,$74.48,2.58,449507
MLKN,$15.89,0.60,1363340
MLM,$397.66,8.38,510977
MLNK,$15.80,0.40,131753
MLP,$12.45,0.19,12358
MLR,$33.65,0.06,38311
MLSS,$0.7548,47,31287
MLTX,$26.91,2.35,471929
MLVF,$14.65,0.17,8949
MLYS,$15.67,01.02,98549
MMAT,$0.209,44,9109547
MMC,$179.36,02.04,1102645
MMD,$17.19,0.16,50369
MMI,$31.26,0.52,181374
MMLP,$2.55,55,7096
MMM,$103.35,1.51,1943096
MMMB,$2.505,-25,232274
MMP,$54.46,-0.95,1181160
MMS,$80.50,2.47,475982
MMSI,$84.82,1.48,206395
MMT,$4.63,0.05,45962
MMU,$10.07,0.02,62505
MMV,$1.18,-0.01,102336
MMVWW,$0.091,-19,3550
MMYT,$25.30,0.34,169577
MNDO,$1.91,-0.02,8767
MNDY,$116.25,6.10,615299
MNK,$5.11,-0.32,27135
MNKD,$3.96,0.07,3014515
MNMD,$3.41,-0.21,609164
MNOV,$2.16,0.04,49172
MNP,$11.81,0.05,13516
MNPR,$0.9914,214,10414
MNRO,$48.83,0.86,134622
MNSB,$20.49,0.59,33043
MNSBP,$20.50,1.15,4386
MNSO,$16.73,0.01,531666
MNST,$59.71,1.89,8246325
MNTK,$6.54,0.18,202221
MNTN,$10.51,0.00,104121
MNTS,$0.407,-32,344746
MNTSW,$0.0321,-12,1318
MNTV,$9.38,0.00,1790017
MNTX,$4.96,-0.08,29459
MO,$46.69,0.56,5962300
MOB,$1.23,714,61650
MOBBW,$0.1313,113,2974
MOBQ,$0.143,-45,542135
MOBQW,$0.0544,0.00,100
MOBV,$10.46,0.00,8
MOBVU,$10.50,0.04,1401
MOBVW,$0.0441,2,13574
MOD,$20.01,0.51,351766
MODD,$1.77,0.00,1654
MODG,$22.34,0.16,1105386
MODN,$30.00,0.43,223870
MODV,$54.30,-3.70,256143
MOFG,$19.40,0.65,147173
MOGO,$0.792,32,141727
MOGU,$2.59,-0.14,131578
MOH,$299.53,8.17,369975
MOLN,$6.865,65,464
MOMO,$8.35,0.09,554904
MOND,$9.35,0.20,23846
MOR,$5.63,0.07,656210
MORF,$55.05,2.24,979031
MORN,$186.21,1.85,247421
MOS,$39.11,0.52,3615605
MOTS,$0.7801,-112,15567
MOV,$25.48,1.17,124825
MOVE,$1.09,0.02,4118
MOXC,$0.9388,188,9799
MP,$20.67,0.16,3716380
MPA,$11.27,0.07,19954
MPAA,$4.69,0.04,261413
MPB,$20.13,01.05,61595
MPC,$106.90,1.84,4350472
MPLN,$0.7899,672,1886063
MPLX,$33.99,-0.01,2196718
MPRA,$10.44,0.00,16
MPTI,$11.99,0.29,813
MPU,$1.81,0.14,179010
MPV,$11.77,-0.09,20592
MPW,$8.61,0.20,9968774
MPWR,$411.27,-47.66,2187510
MPX,$14.36,0.49,57299
MQ,$4.31,0.17,3416085
MQT,$10.20,0.10,54125
MQY,$11.75,0.10,191985
MRAI,$0.6532,207,141547
MRAM,$7.42,0.33,100443
MRBK,$8.60,0.42,43716
MRC,$8.86,0.23,436173
MRCC,$7.02,0.16,43829
MRCY,$40.14,0.98,666158
MRDB,$1.23,0.07,36810
MREO,$1.20,-0.06,2149581
MRIN,$0.68,-0.08,259694
MRK,$117.68,0.31,4534017
MRKR,$1.44,-0.08,203436
MRM,$5.80,-762,1733
MRNA,$137.04,2.71,3377088
MRNS,$8.93,0.04,788912
MRO,$22.93,0.85,11167212
MRSN,$7.18,0.14,3834785
MRTN,$20.60,0.41,195871
MRTX,$45.96,0.95,751142
MRUS,$20.80,1.99,589896
MRVI,$14.47,1.13,6157433
MRVL,$40.97,1.63,14043027
MS,$84.88,2.27,8286447
MS^A,$20.24,0.39,32556
MS^E,$25.10,0.19,59196
MS^F,$25.00,0.11,171839
MS^I,$24.25,0.30,86969
MS^K,$23.39,0.33,65128
MS^L,$21.575,275,9219
MS^O,$18.41,0.24,63219
MS^P,$25.63,0.18,53764
MSA,$134.19,6.34,167581
MSB,$21.23,0.19,15552
MSBI,$19.53,0.88,69384
MSBIP,$20.30,325,8087
MSC,$6.16,-0.09,26031
MSCI,$473.65,12.10,423688
MSD,$6.51,0.01,64871
MSEX,$73.89,1.44,80770
MSFT,$310.65,5.24,28181206
MSGE,$34.60,0.94,205660
MSGM,$4.98,0.01,33770
MSGS,$206.33,-2.18,182151
MSI,$281.56,-8.85,1501282
MSM,$90.72,1.13,253642
MSN,$0.52,-189,35286
MSSA,$10.44,0.03,60360
MSSAU,$10.56,0.00,100
